ATS_CODE	BORO	BORONUM	LOC_CODE	SCHOOLNAME	SCH_TYPE	MANAGED_BY	GEO_DISTRI	ADMIN_DIST	ADDRESS	STATE_CODE	ZIP	PRINCIPAL	PRIN_PH	FAX	GRADES	City
20K227 	K	2.0	K227	J.H.S. 227 EDWARD B. SHALLOW	Junior High-Intermediate-Middle	1.0	20	20.0	6500 16 AVENUE	NY	11204	Brenda D. Champion	718-256-8218	718-234-6204	06,07,08,SE	BROOKLYN
21K228 	K	2.0	K228	I.S. 228 DAVID A. BOODY	Junior High-Intermediate-Middle	1.0	21	21.0	228 AVENUE S	NY	11223	DOMINICK D'ANGELO	718-375-7635	718-376-1209	06,07,08,SE	BROOKLYN
20K229 	K	2.0	K229	P.S. 229 DYKER	K-8	1.0	20	20.0	1400 BENSON AVENUE	NY	11228	Robert Zappulla	718-236-5447	718-331-8173	PK,0K,01,02,03,04,05,06,07,SE	BROOKLYN
15K230 	K	2.0	K230	P.S. 230 DORIS L. COHEN	Elementary	1.0	15	15.0	1 ALBEMARLE ROAD	NY	11218	SHARON FIDEN	718-437-6135	718-871-2624	PK,0K,01,02,03,04,05,SE	BROOKLYN
75K231 	K	2.0	K231	P.S. K231	K-8	1.0	20	75.0	5601 16 AVENUE	NY	11204	Christina Foti	718-853-1884	718-853-5388	0K,01,02,03,04,05,06,07,08,SE	BROOKLYN
18K233 	K	2.0	K233	P.S. 233 LANGSTON HUGHES	Elementary	1.0	18	18.0	9301 AVENUE B	NY	11236	DENEAN STEPHENS-SPELLMAN	718-346-8103	718-345-3078	PK,0K,01,02,03,04,05,SE	BROOKLYN
22K234 	K	2.0	K234	J.H.S. 234 ARTHUR W. CUNNINGHAM	Junior High-Intermediate-Middle	1.0	22	22.0	1875 EAST  17 STREET	NY	11229	SUSAN SCHAEFFER	718-645-1334	718-645-7759	06,07,08,SE	BROOKLYN
18K235 	K	2.0	K235	P.S. 235 LENOX	K-8	1.0	18	18.0	525 LENOX ROAD	NY	11203	LISA SOLITARIO	718-773-4869	718-773-0048	PK,0K,01,02,03,04,05,06,07,08,SE	BROOKLYN
22K236 	K	2.0	K236	P.S. 236 MILL BASIN	Elementary	1.0	22	22.0	6302 AVENUE U	NY	11234	Mary Theresa Nelson	718-444-6969	718-241-6630	PK,0K,01,02,03,04,05,SE	BROOKLYN
21K238 	K	2.0	K238	P.S. 238 ANNE SULLIVAN	K-8	1.0	21	21.0	1633 EAST  8 STREET	NY	11223	Harla Joy Musoff-Weiss	718-339-4355	718-998-4351	PK,0K,01,02,03,04,05,06,07,08,SE	BROOKLYN
21K239 	K	2.0	K239	MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED	Junior High-Intermediate-Middle	1.0	21	21.0	2401 NEPTUNE AVENUE	NY	11224	CAROL MOORE	718-266-0814	718-266-1693	06,07,08,SE	BROOKLYN
22K240 	K	2.0	K240	ANDRIES HUDDE	Junior High-Intermediate-Middle	1.0	22	22.0	2500 NOSTRAND AVENUE	NY	11210	Elena S. O'Sullivan	718-253-3700	718-253-0356	06,07,08,SE	BROOKLYN
17K241 	K	2.0	K241	P.S. 241 EMMA L. JOHNSTON	Elementary	1.0	17	17.0	976 PRESIDENT STREET	NY	11225	Frantz Lucius	718-636-4725	718-230-5468	PK,0K,01,02,03,04,05,SE	BROOKLYN
16K243 	K	2.0	K243	P.S. 243 WEEKSVILLE	Elementary	1.0	16	16.0	1580 DEAN STREET	NY	11213	KAREN HAMBRIGHT-GLOVE	718-953-1658	718-778-0492	PK,0K,01,02,03,04,05,SE	BROOKLYN
18K244 	K	2.0	K244	P.S. 244 RICHARD R. GREEN	Elementary	1.0	18	18.0	5404 TILDEN AVENUE	NY	11203	Ms. Grace Alesia	718-346-6240	718-345-3083	PK,0K,01,02,03,04,05,SE	BROOKLYN
22K245 	K	2.0	K245	P.S. 245	Elementary	1.0	22	22.0	249 EAST 17TH STREET	NY	11226	Pat Kannengieser	718-284-2330	718-856-0646	PK,0K,01,02,03,04,05,SE	BROOKLYN
17K246 	K	2.0	K246	M.S. 246 WALT WHITMAN	Junior High-Intermediate-Middle	1.0	17	17.0	72 VERONICA PLACE	NY	11226	BENTLY WARRINGTON	718-282-5230	718-284-6429	06,07,08,SE	BROOKLYN
20K247 	K	2.0	K247	P.S. 247 BROOKLYN	Elementary	1.0	20	20.0	7000 21 AVENUE	NY	11204	Christopher E. Ogno	718-236-4205	718-331-8563	PK,0K,01,02,03,04,05,SE	BROOKLYN
17K249 	K	2.0	K249	P.S. 249 THE CATON	Elementary	1.0	17	17.0	18 MARLBOROUGH ROAD	NY	11226	Ms. Elisa Brown	718-282-8828	718-284-5146	PK,0K,01,02,03,SE	BROOKLYN
14K250 	K	2.0	K250	P.S. 250 GEORGE H. LINDSAY	Elementary	1.0	14	14.0	108 MONTROSE AVENUE	NY	11206	NORA BARNES	718-384-0889	718-302-2314	PK,0K,01,02,03,04,05,SE	BROOKLYN
22K251 	K	2.0	K251	P.S. 251 PAEDERGAT	Elementary	1.0	22	22.0	1037 EAST  54 STREET	NY	11234	STEVEN BOYER	718-251-4110	718-241-3200	PK,0K,01,02,03,04,05,SE	BROOKLYN
21K253 	K	2.0	K253	P.S. 253	Elementary	1.0	21	21.0	601 OCEANVIEW AVENUE	NY	11235	Lisa Speroni	718-332-3331	718-743-7194	PK,0K,01,02,03,04,05,SE	BROOKLYN
22K254 	K	2.0	K254	P.S. 254 DAG HAMMARSKJOLD	Elementary	1.0	22	22.0	1801 AVENUE Y	NY	11235	LINDA ALHONOTE	718-743-0890	718-332-4477	PK,0K,01,02,03,04,05,SE	BROOKLYN
22K255 	K	2.0	K255	P.S. 255 BARBARA REING SCHOOL	Elementary	1.0	22	22.0	1866 EAST  17 STREET	NY	11229	Linda L. Singer	718-376-8494	718-627-0626	PK,0K,01,02,03,04,05,SE	BROOKLYN
13K256 	K	2.0	K256	P.S. 256 BENJAMIN BANNEKER	Elementary	1.0	13	13.0	114 KOSCIUSKO STREET	NY	11216	SHARYN HEMPHILL	718-857-9820	718-783-7384	PK,0K,01,02,03,04,05,SE	BROOKLYN
14K257 	K	2.0	K257	P.S. 257 JOHN F. HYLAN	Elementary	1.0	14	14.0	60 COOK STREET	NY	11206	Brian Leavy-DeVale	718-384-7128	718-387-8115	PK,0K,01,02,03,04,05,SE	BROOKLYN
20K259 	K	2.0	K259	J.H.S. 259 WILLIAM MCKINLEY	Junior High-Intermediate-Middle	1.0	20	20.0	7305 FT HAMILTON PARKWAY	NY	11228	JANICE GEARY	718-833-1000	718-833-3419	06,07,08,SE	BROOKLYN
19K260 	K	2.0	K260	P.S. 260 BREUCKELEN	Elementary	1.0	19	19.0	875 WILLIAMS AVENUE	NY	11207	PIERRE RAYMOND	718-649-9216	718-927-2215	PK,0K,01,02,03,04,05,06,SE	BROOKLYN
15K261 	K	2.0	K261	P.S. 261 PHILIP LIVINGSTON	Elementary	1.0	15	15.0	314 PACIFIC STREET	NY	11201	ZIPPORIAH MILLS	718-330-9275	718-875-9503	PK,0K,01,02,03,04,05,SE	BROOKLYN
16K262 	K	2.0	K262	P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOO	Elementary	1.0	16	16.0	500 MACON STREET	NY	11233	JOELETHA FERGUSON	718-453-0780	718-453-0679	PK,0K,01,02,03,04,05,06,SE	BROOKLYN
13K265 	K	2.0	K265	DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS	Secondary School	1.0	13	13.0	101 PARK AVENUE	NY	11205	PAULA HOLMES	718-834-6760	718-834-6776	06,07,08,09,10,11,12,SE	BROOKLYN
13K266 	K	2.0	K266	M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL	Junior High-Intermediate-Middle	1.0	13	13.0	62 PARK PLACE	NY	11217	MICHELE ROBINSON	718-857-2291	718-857-2347	06,07,08,SE	BROOKLYN
16K267 	K	2.0	K267	M.S. 267 MATH, SCIENCE & TECHNOLOGY	Junior High-Intermediate-Middle	1.0	16	16.0	800 GATES AVENUE	NY	11221	PATRICIA KING	718-574-2318	718-574-2320	06,07,08,SE	BROOKLYN
18K268 	K	2.0	K268	P.S. 268 EMMA LAZARUS	Elementary	1.0	18	18.0	133 EAST  53 STREET	NY	11203	Vangela Kirton	718-773-5332	718-493-7448	PK,0K,01,02,03,04,05,SE	BROOKLYN
22K269 	K	2.0	K269	P.S. 269 NOSTRAND	Elementary	1.0	22	22.0	1957 NOSTRAND AVENUE	NY	11210	PHYLLIS CORBIN	718-941-2800	718-940-3098	03,04,05,SE	BROOKLYN
13K270 	K	2.0	K270	P.S. 270 JOHANN DEKALB	Elementary	1.0	13	13.0	241 EMERSON PLACE	NY	11205	MITRA LUTCHMAN	718-622-2443	718-622-3370	PK,0K,01,02,03,04,05,SE	BROOKLYN
18K272 	K	2.0	K272	P.S. 272 CURTIS ESTABROOK	Elementary	1.0	18	18.0	101-24 SEAVIEW AVENUE	NY	11236	DAKOTA KEYES	718-241-1300	718-241-5549	PK,0K,01,02,03,04,05,SE	BROOKLYN
19K273 	K	2.0	K273	P.S. 273 WORTMAN	Elementary	1.0	19	19.0	923 JEROME STREET	NY	11207	MELESSA AVERY	718-649-5739	718-927-2230	0K,01,02,03,04,05,SE	BROOKLYN
32K274 	K	2.0	K274	P.S. 274 KOSCIUSKO	Elementary	1.0	32	32.0	800 BUSHWICK AVENUE	NY	11221	Maritza Ollivierra-Jones	718-574-0273	718-574-1059	PK,0K,01,02,03,04,05,SE	BROOKLYN
18K276 	K	2.0	K276	P.S. 276 LOUIS MARSHALL	Elementary	1.0	18	18.0	1070 EAST  83 STREET	NY	11236	Yasmine Fidelia	718-241-5757	718-241-5560	PK,0K,01,02,03,04,05,SE	BROOKLYN
22K277 	K	2.0	K277	P.S. 277 GERRITSEN BEACH	Elementary	1.0	22	22.0	2529 GERRITSEN AVENUE	NY	11229	Jeanne M. Fish	718-743-6689	718-368-0920	PK,0K,01,02,03,04,05,SE	BROOKLYN
22K278 	K	2.0	K278	J.H.S. 278 MARINE PARK	Junior High-Intermediate-Middle	1.0	22	22.0	1925 STUART STREET	NY	11229	DEBRA GAROFALO	718-375-3523	718-998-7324	06,07,08,SE	BROOKLYN
18K279 	K	2.0	K279	P.S. 279 HERMAN SCHREIBER	Elementary	1.0	18	18.0	1070 EAST 104 STREET	NY	11236	LORENZO CHAMBERS	718-444-4316	718-241-5581	PK,0K,01,02,03,04,05,SE	BROOKLYN
21K281 	K	2.0	K281	I.S. 281 JOSEPH B CAVALLARO	Junior High-Intermediate-Middle	1.0	21	21.0	8787 24 AVENUE	NY	11214	STEPHEN ROSENBLUM	718-996-6706	718-996-4186	06,07,08,SE	BROOKLYN
13K282 	K	2.0	K282	P.S. 282 PARK SLOPE	K-8	1.0	13	13.0	180 6 AVENUE	NY	11217	MAGALIE ALEXIS	718-622-1626	718-622-3471	PK,0K,01,02,03,04,05,06,07,08,SE	BROOKLYN
23K284 	K	2.0	K284	P.S. 284 LEW WALLACE	K-8	1.0	23	23.0	213 OSBORN STREET	NY	11212	SHENEAN LINDSAY	718-495-7791	718-495-7839	PK,0K,01,02,03,04,05,06,07,08,SE	BROOKLYN
18K285 	K	2.0	K285	I.S. 285 MEYER LEVIN	Junior High-Intermediate-Middle	1.0	18	18.0	5909 BEVERLY ROAD	NY	11203	Mr. Frederick A. Underwood	718-451-2200	718-451-0229	06,07,08,SE	BROOKLYN
13K287 	K	2.0	K287	P.S. 287 BAILEY K. ASHFORD	Elementary	1.0	13	13.0	50 NAVY STREET	NY	11201	Ms. Michele Rawlins	718-834-4745	718-834-6766	PK,0K,01,02,03,04,05,SE	BROOKLYN
21K288 	K	2.0	K288	P.S. 288 THE SHIRLEY TANYHILL	K-8	1.0	21	21.0	2950 WEST  25 STREET	NY	11224	Joelene-Lynette Kinard	718-449-8000	718-449-7682	PK,0K,01,02,03,04,05,06,07,08,SE	BROOKLYN
17K289 	K	2.0	K289	P.S. 289 GEORGE V. BROWER	Elementary	1.0	17	17.0	900 ST MARKS AVENUE	NY	11213	Mr. Dennis O. Jeffers	718-493-3824	718-467-3735	PK,0K,01,02,03,04,05,SE	BROOKLYN
19K290 	K	2.0	K290	P.S. 290 JUAN MOREL CAMPOS	Elementary	1.0	19	19.0	135 SCHENCK AVENUE	NY	11207	WILLENA GEORGE	718-647-1113	718-827-5842	0K,01,02,03,04,05,SE	BROOKLYN
32K291 	K	2.0	K291	J.H.S. 291 ROLAND HAYES	Junior High-Intermediate-Middle	1.0	32	32.0	231 PALMETTO STREET	NY	11221	SEAN WALSH	718-574-0361	718-574-1360	06,07,08,SE	BROOKLYN
19K292 	K	2.0	K292	J.H.S. 292 MARGARET S. DOUGLAS	Junior High-Intermediate-Middle	1.0	19	19.0	301 VERMONT STREET	NY	11207	EVERETT HUGHES	718-498-6562	718-345-3327	06,07,08,SE	BROOKLYN
15K295 	K	2.0	K295	P.S. 295	Elementary	1.0	15	15.0	330 18 STREET	NY	11215	DEANNA MARCO	718-965-0390	718-965-0603	PK,0K,01,02,03,04,05,SE	BROOKLYN
32K296 	K	2.0	K296	J.H.S. 296 THE HALSEY	Junior High-Intermediate-Middle	1.0	32	32.0	125 COVERT STREET	NY	11207	Maria Barreto	718-574-0288	718-574-1368	06,07,08,SE	BROOKLYN
14K297 	K	2.0	K297	P.S. 297 ABRAHAM STOCKTON	Elementary	1.0	14	14.0	700 PARK AVENUE	NY	11206	JAMES BROWN	718-388-4581	718-302-2315	PK,0K,01,02,03,04,05,SE	BROOKLYN
23K298 	K	2.0	K298	P.S. 298 DR. BETTY SHABAZZ	K-8	1.0	23	23.0	85 WATKINS STREET	NY	11212	ANTOINETTE MARTIN	718-495-7793	718-566-8770	PK,0K,01,02,03,04,05,06,07,08,SE	BROOKLYN
32K299 	K	2.0	K299	P.S. 299 THOMAS WARREN FIELD	Elementary	1.0	32	32.0	88 WOODBINE STREET	NY	11221	WILMA KANOVA KIRK	718-574-0301	718-574-1080	PK,0K,01,02,03,04,05,SE	BROOKLYN
13K301 	K	2.0	K301	SATELLITE EAST MIDDLE SCHOOL	Junior High-Intermediate-Middle	1.0	13	13.0	344 MONROE STREET	NY	11216	KIM MCPHERSON	718-789-4251	718-789-4823	06,07,08,SE	BROOKLYN
19K302 	K	2.0	K302	J.H.S. 302 RAFAEL CORDERO	Junior High-Intermediate-Middle	1.0	19	19.0	350 LINWOOD STREET	NY	11208	LISA LINDER	718-647-9500	718-827-3294	06,07,08,SE	BROOKLYN
21K303 	K	2.0	K303	I.S. 303 HERBERT S. EISENBERG	Junior High-Intermediate-Middle	1.0	21	21.0	501 WEST AVENUE	NY	11224	Mr. Gary Ingrassia	718-996-0100	718-996-3785	06,07,08,SE	BROOKLYN
13K305 	K	2.0	K305	P.S. 305 DR. PETER RAY	Elementary	1.0	13	13.0	344 MONROE STREET	NY	11216	Dr. Julia Mortley	718-789-3962	718-622-3474	PK,0K,01,02,03,04,05,SE	BROOKLYN
19K306 	K	2.0	K306	P.S. 306 ETHAN ALLEN	K-8	1.0	19	19.0	970 VERMONT STREET	NY	11207	LAWRENCE BURROUGHS	718-649-3155	718-927-2243	PK,0K,01,02,03,04,05,06,07,08,SE	BROOKLYN
13K307 	K	2.0	K307	P.S. 307 DANIEL HALE WILLIAMS	Elementary	1.0	13	13.0	209 YORK STREET	NY	11201	ROBERTA DAVENPORT	718-834-4748	718-855-4181	PK,0K,01,02,03,04,05,SE	BROOKLYN
16K308 	K	2.0	K308	P.S. 308 CLARA CARDWELL	K-8	1.0	16	16.0	616 QUINCY STREET	NY	11221	RENATA CLEMENT	718-574-2373	718-453-0663	PK,0K,01,02,03,04,05,06,07,08,SE	BROOKLYN
16K309 	K	2.0	K309	P.S. 309 GEORGE E. WIBECAN	Elementary	1.0	16	16.0	794 MONROE STREET	NY	11221	EMILY ZUCAL	718-574-2381	718-453-0643	PK,0K,01,02,03,04,05,SE	BROOKLYN
19K311 	K	2.0	K311	ESSENCE SCHOOL	Junior High-Intermediate-Middle	1.0	19	19.0	590 SHEFFIELD AVENUE	NY	11207	CLAUDY MAKELELE	718-272-8371	718-272-8372	06,07,08,SE	BROOKLYN
22K312 	K	2.0	K312	P.S. 312 BERGEN BEACH	Elementary	1.0	22	22.0	7103 AVENUE T	NY	11234	LINDA BEAL BENIGNO	718-763-4015	718-531-2796	PK,0K,01,02,03,04,05,SE	BROOKLYN
13K313 	K	2.0	K313	SATELLITE WEST MIDDLE SCHOOL	Junior High-Intermediate-Middle	1.0	13	13.0	209 YORK STREET	NY	11201	SUZANE JOSEPH	718-834-6774	718-834-2979	06,07,08,SE	BROOKLYN
22K315 	K	2.0	K315	P.S. K315	Elementary	1.0	22	22.0	2310 GLENWOOD ROAD	NY	11210	Judith Ranft	718-421-9560	718-421-9561	PK,0K,01,02,03,04,05,SE	BROOKLYN
17K316 	K	2.0	K316	P.S. 316 ELIJAH STROUD	Elementary	1.0	17	17.0	750 CLASSON AVENUE	NY	11238	ELIF GURE	718-638-4043	718-230-5366	PK,0K,01,02,03,04,05,SE	BROOKLYN
14K318 	K	2.0	K318	I.S. 318 EUGENIO MARIA DE HOSTOS	Junior High-Intermediate-Middle	1.0	14	14.0	101 WALTON STREET	NY	11206	FORTUNATO RUBINO	718-782-0589	718-384-7715	06,07,08,SE	BROOKLYN
14K319 	K	2.0	K319	P.S. 319	Early Childhood	1.0	14	14.0	360 KEAP STREET	NY	11211	ALEYDA ZAMORA MARTINEZ	718-388-1588	718-302-2316	PK,0K,01,SE	BROOKLYN
15K321 	K	2.0	K321	P.S. 321 WILLIAM PENN	Elementary	1.0	15	15.0	180 7 AVENUE	NY	11215	ELIZABETH PHILLIPS	718-499-2412	718-965-9605	PK,0K,01,02,03,04,05,SE	BROOKLYN
14K322 	K	2.0	K322	FOUNDATIONS ACADEMY	High school	1.0	14	14.0	70 TOMPKINS AVENUE	NY	11206	Gary Beidleman	718-302-5092	718-302-5098	09,10,11,12,SE	BROOKLYN
23K323 	K	2.0	K323	P.S./I.S. 323	K-8	1.0	23	23.0	210 CHESTER STREET	NY	11212	LINDA HARRIS	718-495-7781	718-346-4614	PK,0K,01,02,03,04,05,06,07,08,SE	BROOKLYN
22K326 	K	2.0	K326	P.S. 326	Early Childhood	1.0	22	22.0	1800 UTICA AVENUE	NY	11234	Colleen M. Ducey	718-241-4828	718-763-5567	PK,0K,01,SE	BROOKLYN
23K327 	K	2.0	K327	P.S. 327 DR. ROSE B. ENGLISH	K-8	1.0	23	23.0	111 BRISTOL STREET	NY	11212	STEPHEN APPEA	718-495-7801	718-495-7828	PK,0K,01,02,03,04,05,06,07,08,SE	BROOKLYN
19K328 	K	2.0	K328	P.S. 328 PHYLLIS WHEATLEY	K-8	1.0	19	19.0	330 ALABAMA AVENUE	NY	11207	DOUGLAS AVILA	718-345-9393	718-345-6566	PK,0K,01,02,03,04,05,06,07,08,SE	BROOKLYN
21K329 	K	2.0	K329	P.S. 329 SURFSIDE	Elementary	1.0	21	21.0	2929 WEST  30 STREET	NY	11224	SALEMA MARBURY	718-996-3800	718-265-1525	PK,0K,01,02,03,04,05,SE	BROOKLYN
14K330 	K	2.0	K330	URBAN ASSEMBLY SCHOOL FOR THE URBAN ENVIRONMENT	Junior High-Intermediate-Middle	1.0	14	14.0	70 TOMPKINS AVENUE	NY	11206	KOURTNEY BOYD	718-599-0371	718-388-0872	06,07,08,SE	BROOKLYN
23K332 	K	2.0	K332	P.S. 332 CHARLES H. HOUSTON	K-8	1.0	23	23.0	51 CHRISTOPHER AVENUE	NY	11212	Mickisha Goss	718-495-7805	718-495-7708	PK,0K,01,02,03,04,05,06,07,08,SE	BROOKLYN
17K334 	K	2.0	K334	MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE	Junior High-Intermediate-Middle	1.0	17	17.0	1224 PARK PLACE	NY	11213	Andrea Whitehurst	718-774-0105	718-774-0298	06,07,08,SE	BROOKLYN
16K335 	K	2.0	K335	P.S. 335 GRANVILLE T. WOODS	Elementary	1.0	16	16.0	130 ROCHESTER AVENUE	NY	11213	DR. LAVERNE NIMMONS	718-493-7736	718-953-4697	PK,0K,01,02,03,04,05,SE	BROOKLYN
13K336 	K	2.0	K336	ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT	Secondary School	1.0	13	13.0	141 MACON STREET	NY	11216	Simone A. McIntosh	718-783-4842	718-783-4869	06,07,08,09,10,11,SE	BROOKLYN
17K340 	K	2.0	K340	I.S. 340	Junior High-Intermediate-Middle	1.0	13	17.0	227 STERLING PLACE	NY	11238	Mrs. Jean Williams	718-857-5516	718-230-5479	06,07,08,SE	BROOKLYN
21K344 	K	2.0	K344	RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES	High school	1.0	21	21.0	521 WEST AVENUE	NY	11224	EDWARD WILENSKY	718-265-0329	718-372-2514	09,10,11,12,SE	BROOKLYN
19K345 	K	2.0	K345	P.S. 345 PATROLMAN ROBERT BOLDEN	Elementary	1.0	19	19.0	111 BERRIMAN STREET	NY	11208	WANDA HOLT	718-647-8387	718-827-5884	PK,0K,01,02,03,04,05,SE	BROOKLYN
19K346 	K	2.0	K346	P.S. 346 ABE STARK	Elementary	1.0	19	19.0	1400 PENNSYLVANIA AVENUE	NY	11239	KEVIN CAIFA	718-642-3000	718-642-8498	PK,0K,01,02,03,04,05,SE	BROOKLYN
32K347 	K	2.0	K347	I.S. 347 SCHOOL OF HUMANITIES	Junior High-Intermediate-Middle	1.0	32	32.0	35 STARR STREET	NY	11221	JOHN BARBELLA	718-821-4248	718-821-1332	06,07,08,SE	BROOKLYN
21K348 	K	2.0	K348	HIGH SCHOOL OF SPORTS MANAGEMENT	High school	1.0	21	21.0	2630 BENSON AVENUE	NY	11214	ROBIN PITTS	718-333-7650	718-333-7675	09,10,11,12,SE	BROOKLYN
32K349 	K	2.0	K349	I.S. 349 MATH, SCIENCE & TECH.	Junior High-Intermediate-Middle	1.0	32	32.0	35 STARR STREET	NY	11221	ROGELIO PARRIS	718-418-6389	718-418-6146	06,07,08,SE	BROOKLYN
13K350 	K	2.0	K350	URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE	High school	1.0	13	13.0	49 FLATBUSH AVENUE EXTENSION	NY	11201	PAUL THOMPSON	718-858-0249	718-858-0492	09,10,11,12,SE	BROOKLYN
17K352 	K	2.0	K352	EBBETS FIELD MIDDLE SCHOOL	Junior High-Intermediate-Middle	1.0	17	17.0	46 MCKEEVER PLACE	NY	11225	Margie Baker	718-941-5097	718-284-7973	06,07,08,SE	BROOKLYN
17K353 	K	2.0	K353	ELIJAH STROUD MIDDLE SCHOOL	Junior High-Intermediate-Middle	1.0	17	17.0	750 CLASSON AVENUE	NY	11238	CLAUDETTE ESSOR	718-638-3067	718-638-3515	06,07,08,SE	BROOKLYN
17K354 	K	2.0	K354	THE SCHOOL OF INTEGRATED LEARNING	Junior High-Intermediate-Middle	1.0	17	17.0	1224 PARK PLACE	NY	11213	MONIQUE CAMPBELL	718-774-0362	718-774-0521	06,07,08,SE	BROOKLYN
84K355	K	2.0	K355	WILLIAMSBURG COLLEGIATE CHARTER SCHOOL	Junior High-Intermediate-Middle	2.0	14	84.0	157 WILSON STREET	NY	11211	J.T. Leaird	718-302-4018	718-302-4641	05,06,07,08,09,10	BROOKLYN
84K356	K	2.0	K356	ACHIEVEMENT FIRST- CROWN HEIGHTS CHARTER SCHOOL	K-12 all grades	2.0	17	84.0	790 EAST NEW YORK AVENUE	NY	11203	Camilla Lopez/Wells Blanch*	718-774-0762	718-774-0830	0K,01,02,03,04,05,06,07,08,09,10	BROOKLYN
84K357	K	2.0	K357	KIPP AMP (ALWAYS MENTALLY PREPARED) CHARTER SCHOOL	K-12 all grades	2.0	17	84.0	1224 PARK PLACE	NY	11213	Ky Adderley/Natalie Webb	718-943-3710	718-774-3673	05,06,07,08,09,10,SE	BROOKLYN
84K358	K	2.0	K358	ACHIEVEMENT FIRST EAST NEW YORK SCHOOL	K-12 all grades	2.0	19	84.0	557 PENNSYLVANIA AVENUE	NY	11207	Hilary Cymrot/David Hardy	718-485-4924	718-342-5194	0K,01,02,03,04,05,06,07,08	BROOKLYN
84K359	K	2.0	K359	THE UFT CHARTER SCHOOL	K-12 all grades	2.0	19	84.0	300 WYONA STREET	NY	11207	Michelle Bodden-White	718-922-0438	718-922-0543	0K,01,02,03,04,05,06,07,08,09,10,SE	BROOKLYN
22K361 	K	2.0	K361	P.S. 361	Early Childhood	1.0	22	22.0	3109 NEWKIRK AVENUE	NY	11226	Dianne S. Martin	718-856-0600	718-856-0300	PK,0K,01,02,SE	BROOKLYN
84K362	K	2.0	K362	HELLENIC CLASSICAL CHARTER SCHOOL	K-8	2.0	15	84.0	646 FIFTH AVENUE	NY	11215	Christina Tettonis	718-499-0957	718-499-0959	0K,01,02,03,04,05,06,07,08	BROOKLYN
19K364 	K	2.0	K364	I.S. 364 GATEWAY	Junior High-Intermediate-Middle	1.0	19	19.0	1426 FREEPORT LOOP	NY	11239	DALE KELLY	718-642-3007	718-642-8516	06,07,08,SE	BROOKLYN
75K368 	K	2.0	K368	P.S. 368	K-12 all grades	1.0	14	75.0	70 TOMPKINS AVENUE	NY	11206	JOYCELYN NEDD	718-388-9494	718-302-4481	0K,01,02,03,04,05,06,07,08,09,10,11,12,SE	BROOKLYN
75K369 	K	2.0	K369	P.S. K369  - COY L. COX SCHOOL	K-12 all grades	1.0	15	75.0	383 STATE STREET	NY	11217	RUDY GIULIANI	718-852-1701	718-624-6746	0K,01,02,03,04,05,06,07,08,09,10,11,12,SE	BROOKLYN
75K370 	K	2.0	K370	P.S. 370	K-12 all grades	1.0	21	75.0	3000 WEST 1 STREET	NY	11224	SUSAN GOLDBERG	718-372-3777	718-449-4082	0K,01,02,03,04,05,07,08,09,10,11,12,SE	BROOKLYN
75K371 	K	2.0	K371	P.S. 371 - LILLIAN L. RASHKIS	High school	1.0	15	75.0	355 37 STREET	NY	11232	Joan Antonelli	718-788-7608	718-832-2213	09,10,11,12,SE	BROOKLYN
75K372 	K	2.0	K372	P.S. 372 -THE CHILDREN'S SCHOOL	Elementary	1.0	15	75.0	512 CARROLL STREET	NY	11215	ARTHUR MATTIA	718-624-5271	718-522-1879	0K,01,02,03,04,05,06,SE	BROOKLYN
75K373 	K	2.0	K373	P.S. 373 - BROOKLYN TRANSITION CENTER	High school	1.0	14	75.0	185 ELLERY STREET	NY	11206	VALERIE MILLER	718-782-6800	718-782-7098	09,10,11,12,SE	BROOKLYN
17K375 	K	2.0	K375	P.S. 375 JACKIE-ROBINSON SCHOOL	Elementary	1.0	17	17.0	46 MCKEEVER PLACE	NY	11225	Ms. Marion Wilson	718-693-6655	718-284-6433	PK,0K,01,02,03,04,05,SE	BROOKLYN
32K376 	K	2.0	K376	P.S. 376	Elementary	1.0	32	32.0	194 HARMAN STREET	NY	11237	Maria Vera	718-573-0781	718-573-0769	0K,01,02,03,04,05,SE	BROOKLYN
32K377 	K	2.0	K377	P.S. 377 ALEJANDRINA B. DE GAUTIER	K-8	1.0	32	32.0	200 WOODBINE STREET	NY	11221	DOMINIC ZAGAMI	718-574-0325	718-574-1082	PK,0K,01,02,03,04,05,06,07,08,SE	BROOKLYN
14K380 	K	2.0	K380	P.S. 380 JOHN WAYNE ELEMENTARY	Elementary	1.0	14	14.0	370 MARCY AVENUE	NY	11206	Diane Vitolo	718-388-0607	718-599-3231	PK,0K,01,02,03,04,05,SE	BROOKLYN
22K381 	K	2.0	K381	I. S. 381	Junior High-Intermediate-Middle	1.0	22	22.0	1599 EAST  22 STREET	NY	11210	MARY HARRINGTON	718-252-0058	718-252-0035	06,07,08,SE	BROOKLYN
