Certificate Number,Ownership_Name,DBA Name,Business Address Number,Business Address Street Name,Business Address Full,Business Room Suite,Business Zip,Business Number,Location Number,Class Code,PBC Code,DBA Start Date,Location Start Date,Mailing Address 1,Mailing Address 2,Mailing City/State/Zip Code,Location
947111,HOSH ROMEO M HOSH MICHAEL,FRONT DOOR CAFE               ,1,FRONT ST,1 FRONT ST,,94111,2,1,8,5812,19951107,20000602,1 FRONT ST #100,,SAN FRANCISCO CA 941115325,"(37.7917572183571, -122.39889763944)"
947111,HOSH ROMEO M HOSH MICHAEL,ABEER ENTERPRISE              ,111,PINE ST,111 PINE ST,,94111,3,1,8,5812,19951107,20090101,1 FRONT ST #100,,SAN FRANCISCO CA 941115325,"(37.7921433097376, -122.398896722251)"
946943,VARGAS ELOY,TAQUERIA LA PAZ               ,305,TURK ST,305 TURK ST,,94102,1,1,8,3079,19951101,19951101,305 TURK STREET,,SAN FRANCISCO CA 941023703,
946705,BOAS J IRENE,CAFE SOLAR                    ,577,VALENCIA ST,577 VALENCIA ST,,941101114,1,1,8,3079,19951201,19951201,539 MACARTHUR DR,,DALY CITY CA 940152004,"(37.7636883694128, -122.421473840637)"
946630,HACKMOR INC,KEZAR PUB                     ,770,STANYAN ST,770 STANYAN ST,,941172725,1,1,8,5800,19951105,19951105,770 STANYAN ST,,SAN FRANCISCO CA 941172725,"(37.7678849400838, -122.452902655595)"
946630,HACKMOR INC,THE MAD DOG IN THE FOG        ,530,HAIGHT ST,530 HAIGHT ST,,94117,2,1,8,5800,19951105,20040304,770 STANYAN ST,,SAN FRANCISCO CA 941172725,"(37.7722763000291, -122.430843855474)"
946541,BAOMING CORPORATION,TUTTIMELON                    ,2240,CHESTNUT ST,2240 CHESTNUT ST,,94116,3,1,8,5800,20080426,20080426,2240 CHESTNUT ST,,SAN FRANCISCO CA 941232608,"(37.8004823802577, -122.440144926288)"
946448,PHILLIPS DORIS J,SURF BURGER DINER             ,422,HAIGHT ST,422 HAIGHT ST,,94117,1,1,8,3079,19950928,19950928,422 HAIGHT ST,,SAN FRANCISCO CA 941173506,"(37.7724914189886, -122.429266738123)"
946206,GOETTING HELMUT R,JO                            ,649,MISSION ST,649 MISSION ST,,94105,3,1,8,3079,20040211,20040211,115 ANDOVER ST,,SAN FRANCISCO CA 941105607,"(37.7868455274576, -122.400697245482)"
946159,LEE YOUNG N,EXECUTIVE CAFE                ,150,EXECUTIVE PARK BL,150 EXECUTIVE PARK BL,2000,94134,2,1,8,3079,19951101,20000823,150 EXECUTIVE PARK BL #2000,,SAN FRANCISCO CA 941343312,"(37.7108379443817, -122.393543362626)"
946078,FALSTAFF MANAGEMENT GROUP,BALBOA CAFE                   ,3199,FILLMORE ST,3199 FILLMORE ST,,94123,1,1,8,5812,19951101,19951101,3138 FILLMORE ST. 2ND FLOOR,,SAN FRANCISCO CA 941233402,"(37.7987905812696, -122.436129457493)"
946077,CHADWICK MANAGEMENT GROUP INC,CHADWICKE COFFEE & TEA        ,1323,COLUMBUS AVE,1323 COLUMBUS AVE,,94133,1,1,8,5800,19980101,19980101,1323 COLUMBUS AVE,,SAN FRANCISCO CA 941331330,"(37.8062517576274, -122.419208279469)"
945942,KALLMANN WALTER MICHAEL,SCHNITZELHAUS                 ,294,9TH ST,294 9TH ST,,941033807,2,1,8,3079,19951011,19970101,2375 37TH AVE,,SAN FRANCISCO CA 941162140,"(37.7737809426086, -122.41204179814)"
945891,WKC INC,THREE STAR RESTAURANT         ,2515,NORIEGA ST,2515 NORIEGA ST,,94122,1,1,8,5800,19951020,19951020,2515 NORIEGA ST,,SAN FRANCISCO CA 941224126,"(37.7533976106541, -122.490834909501)"
945860,RG & ML INC,METROPOLITAN RESTAURANT       ,248,SUTTER ST,248 SUTTER ST,,94108,1,1,8,5800,19951001,19951001,248 SUTTER ST,,SAN FRANCISCO CA 941084403,"(37.789987622642, -122.404817427993)"
945743,LANGLEY ENTERPRISES INC,HARVEY'S                      ,500,CASTRO ST,500 CASTRO ST,,94114,1,1,8,5800,19951003,19951003,PO BOX 14517,,SAN FRANCISCO CA 941140517,"(37.7606817795524, -122.43525789676)"
945680,CHUN YOUNG JOON,CHICK-N-GRILL                 ,84,6TH ST,84 6TH ST,,941031608,1,1,8,3079,19951002,19951002,84 6TH ST,,SAN FRANCISCO CA 941031608,"(37.7809216986405, -122.409163840148)"
945566,CROWN VILLA INC,NEW KANS RESTAURANT           ,708,GRANT AVE,708 GRANT AVE,,94108,1,1,8,5800,19950915,19950915,708 GRANT AVE,,SAN FRANCISCO CA 941082114,"(37.7936309083348, -122.405979129143)"
945400,AMERICANESE INC,ACE WASABIS ROCK N ROLL SUSHI ,3339,STEINER ST,3339 STEINER ST,,94123,1,1,8,5800,19951101,19951101,3339 STEINER ST,,SAN FRANCISCO CA 941232706,"(37.8001650729617, -122.438139039815)"
945302,WASHINGTON H & D INC,WASHINGTON BAKERY & RESTAURANT,733,WASHINGTON ST,733 WASHINGTON ST,,941081309,1,1,8,5800,19980805,19980805,"222 KEARNY STREET, SUITE 604",,SAN FRANCISCO CA 941084522,"(37.7950212289601, -122.406048926135)"
945260,THEP PHANOM CORPORATION,THEP PHANOM RESTAURANT        ,400,WALLER ST,400 WALLER ST,,941173448,1,1,8,5800,19950608,19950608,406 WALLER ST,,SAN FRANCISCO CA 941173448,
945125,MATA JOSE & ELVIRA,EL PRIMO DELI & MARKET        ,2499,FOLSOM ST,2499 FOLSOM ST,,941102619,2,1,8,3079,20050127,20050127,2499 FOLSOM ST,,SAN FRANCISCO CA 941102619,"(37.757451254222, -122.414244860715)"
944781,BEACH CHALET LP THE,BEACH CHALET THE              ,1000,GREAT HWY,1000 GREAT HWY,,941213268,1,1,8,5812,19950831,19950831,1411 POWELL ST,,EMERYVILLE CA 946080000,"(37.7698151189677, -122.510541751164)"
944781,BEACH CHALET LP THE,THE BEACH CHALET BREWERY &REST,1000,GREAT HIGHWAY,1000 GREAT HIGHWAY,,94121,2,1,8,5812,19950831,20090303,1411 POWELL ST,,EMERYVILLE CA 946080000,"(37.7698151189677, -122.510541751164)"
944771,GUTIERREZ OSCAR & SONIA,SANDWICH PLACE THE            ,2029,MISSION ST,2029 MISSION ST,,941101217,1,1,8,3079,19950901,19950901,2029 MISSION ST,,SAN FRANCISCO CA 941101217,"(37.7644383382478, -122.419101766639)"
944564,FARAJ RAMZI/AMMSSO ALA&RANDA,ROYAL GROUND COFFEE           ,2348,CLEMENT ST,2348 CLEMENT ST,,94121,3,1,8,5812,19950801,20010211,5301 GEARY BLVD,,SAN FRANCISCO CA 941212322,"(37.7822792769424, -122.484618872308)"
944519,CHAN TERESA & DAVID,D & T CATERING                ,2628,LEIX WAY,2628 LEIX WAY,,94080,1,999,8,3079,19950822,19950822,2628 LEIX WAY,,S SAN FRAN CA 940803848,
944173,THAI HOUSE INC,THAI HOUSE EXPRESS ON CASTRO  ,599,CASTRO ST,599 CASTRO ST,,94114,7,1,8,5800,19950801,20040414,599 CASTRO ST,,SAN FRANCISCO CA 941142511,"(37.7594298108704, -122.434555093537)"
943756,ELLIS STREET MANOR INC,JONELLS                       ,401,ELLIS ST,401 ELLIS ST,,94102,1,1,8,5800,19950726,19950726,401 ELLIS ST,,SAN FRANCISCO CA 941021927,"(37.7846739000562, -122.413016028042)"
943546,FAEDI CESAR A & IRENE N,ALEGRIAS FOOD FROM SPAIN      ,2018,LOMBARD ST,2018 LOMBARD ST,,94123,1,1,8,3079,19950719,19950719,2018 LOMBARD ST,,SAN FRANCISCO CA 941232809,"(37.8002793243484, -122.434813709352)"
943527,YOUS DIM SUM RESTAURANT INC,YOUS DIM SUM RESTAURANT       ,675,BROADWAY ST,675 BROADWAY ST,,94133,2,1,8,5800,19950701,19950718,675 BROADWAY ST,,SAN FRANCISCO CA 941334405,"(37.7974913494191, -122.408131738793)"
943415,PACIFIC PEJIU WU REST PARTNERS,BETELNUT                      ,2030,UNION ST,2030 UNION ST,,941234116,1,1,8,5812,19950714,19950714,107 CALEDONIA STE #E,,SAUSALITO CA 949651910,"(37.7976753068106, -122.432703408852)"
943415,PACIFIC PEJIU WU REST PARTNERS,HUTONG                        ,2030,UNION ST,2030 UNION ST,,94123,2,1,8,5812,19950714,20130311,107 CALEDONIA STE #E,,SAUSALITO CA 949651910,"(37.7976753068106, -122.432703408852)"
943375,KHOURY RAMZI,GOOD EATS CAFE                ,200,PINE ST,200 PINE ST,160,94104,3,1,8,3079,20091215,20091215,200 PINE STREET #160,,SAN FRANCISCO CA 941042712,"(37.7923667990737, -122.400148306322)"
943332,PASTIS INC,PIPERADE RESTAURANT           ,1015,BATTERY ST,1015 BATTERY ST,,94111,2,1,8,5800,19950712,20020814,1015 BATTERY ST,,SAN FRANCISCO CA 941111201,"(37.8006413011796, -122.401795059174)"
943134,DAWAH HUSEIN,ALI BABAS CAVE CAFE & REST    ,799,VALENCIA ST,799 VALENCIA ST,,941101734,2,1,8,3079,20100709,20100709,799 VALENCIA ST,,SAN FRANCISCO CA 941100000,
943015,TRICOLORE CAFFE AND PIZZERIA,TRICOLORE CAFFE AND PIZZERIA  ,590,WASHINGTON ST,590 WASHINGTON ST,,941112929,1,1,8,5800,19950701,19950701,590 WASHINGTON ST,,SAN FRANCISCO CA 941112929,
943008,JEON JEE-SOO,CAFE DINO                     ,1705,OFARRELL ST,1705 OFARRELL ST,,94115,1,1,8,3079,19950701,19950701,1705 OFARRELL ST,,SAN FRANCISCO CA 941153521,
942832,MESA VERDE LLC,KELSO CAFE THE                ,3214,FOLSOM ST,3214 FOLSOM ST,,94110,1,1,8,5812,19950622,19950622,300 BRANNAN ST #507,,SAN FRANCISCO CA 941071874,"(37.7468881355094, -122.413817040317)"
942689,MORGAN GENEVA E,LUCYS CATERING                ,958,HAIGHT ST,958 HAIGHT ST,,94117,1,1,8,3079,19950619,19950619,958 HAIGHT ST,,SAN FRANCISCO CA 941173107,"(37.7714192949369, -122.438132385278)"
942546,NASER MIKE A,BURGER PALACE                 ,5201,3RD ST,5201 3RD ST,,941242601,1,1,8,3079,19950613,19950613,5201 3RD ST,,SAN FRANCISCO CA 941242601,"(37.730460224863, -122.391890639994)"
942283,LI JIAN QIANG,ZAOH RESTAURANT               ,1555,MISSION ST,1555 MISSION ST,,941032543,1,1,8,3079,19950601,19950601,1555 MISSION ST,,SAN FRANCISCO CA 941032543,"(37.7731922319626, -122.417870641772)"
942278,MATSUDA KAZUKO & KATSUYOSHI,SUSHI ON NORTH BEACH - KATSU  ,745,COLUMBUS AVE,745 COLUMBUS AVE,,94114`,2,1,8,3079,19970724,19970724,745 COLUMBUS AVE,,SAN FRANCISCO CA 941332701,"(37.8015217028473, -122.412274393908)"
942160,COMMODORE F+B INC,MINX                          ,827,SUTTER ST,827 SUTTER ST,,94109,3,1,8,5800,19950426,20080619,4061 19TH AVE,,SAN FRANCISCO CA 941326168,"(37.7883024125338, -122.413945439059)"
942160,COMMODORE F+B INC,RED ROOM                      ,827,SUTTER ST,827 SUTTER ST,,94109,2,1,8,5800,19950426,20070101,4061 19TH AVE,,SAN FRANCISCO CA 941326168,"(37.7883024125338, -122.413945439059)"
942148,PIER 40 ROASTERY & CAFE LP,PIER 40 ROASTERY & CAFE       ,PIER,40,PIER 40,,94107,1,1,8,5812,19950601,19950601,40 PIER,THE EMBARCADERO,SAN FRANCISCO CA 941072123,
942135,CHILI-UP!,CHILI-UP!                     ,4,EMBARCADERO CTR,4 EMBARCADERO CTR,,941114106,1,1,8,5800,19980707,19980707,3145 GEARY BL BOX 438,,SAN FRANCISCO CA 941040000,
942135,CHILI-UP!,CHILI-UP!                     ,1255,BATTERY ST.,1255 BATTERY ST.,,94111,3,1,8,5800,19980707,20000101,3145 GEARY BL BOX 438,,SAN FRANCISCO CA 941040000,"(37.8024883606034, -122.402181208443)"
942135,CHILI-UP!,CHILI-UP!                     ,50,POST ST,50 POST ST,58,941044546,1,2,8,5800,19980707,19980707,3145 GEARY BL BOX 438,,SAN FRANCISCO CA 941040000,"(37.7895312051945, -122.40304093593)"
941652,ZAID ESAAM,JAME'S DELI & MARKET          ,2600,SUTTER ST,2600 SUTTER ST,,94115,2,1,8,3079,19950106,19950619,2246 JERROLD AVE,,SAN FRANCISCO CA 941241033,
941492,ZANKEL REST GROUP ONE INC,THE GROVE                     ,2250,CHESTNUT ST,2250 CHESTNUT ST,,94123,2,1,8,5800,19950501,19990701,"333 GRANT AVENUE, #704",,SAN FRANCISCO CA 941080000,"(37.8004315420678, -122.440579685778)"
941413,ECHEVERRIA MIGUEL ANGEL,TAQUERIA EL BUEN SABOR #2     ,98,LELAND AVE,98 LELAND AVE,,94112,4,1,8,3079,19950509,20100622,699 VALENCIA ST,,SAN FRANCISCO CA 941101150,"(37.7120703591473, -122.405355398389)"
941413,ECHEVERRIA MIGUEL ANGEL,TAQUERIA EL BUEN SABOR        ,699,VALENCIA ST,699 VALENCIA ST,,941101150,1,1,8,3079,19950509,20100621,699 VALENCIA ST,,SAN FRANCISCO CA 941101150,
941301,GIANNINI ANTHONY F,CAFFE UNION                   ,1830,UNION ST,1830 UNION ST,,941234308,1,1,8,3079,19950503,19950503,1830 UNION ST,,SAN FRANCISCO CA 941234308,"(37.7980796767374, -122.429546128777)"
941263,LAM PHAU THIEN,ASIA TASTE RESTAURANT         ,1563,MISSION ST,1563 MISSION ST,,94103,4,1,8,3079,20060801,20060801,1563 MISSION ST,,SAN FRANCISCO CA 941032543,"(37.7730404516451, -122.418073466928)"
941256,JIMENEZ FRANCISCO J,CAFFE ARIANA                  ,2,HENRY ADAMS ST,2 HENRY ADAMS ST,,94103,1,1,8,3079,19950502,19950502,2 HENRY ADAMS ST,,SAN FRANCISCO CA 941035016,"(37.7691122191912, -122.40442437168)"
940998,VELAZQUEZ MARICELA ETAL,LOS ARCOS MEXICAN & SEAFOOD   ,3522,20TH ST,3522 20TH ST,,941102417,1,1,8,5812,19950424,19950424,3522 20TH ST,,SAN FRANCISCO CA 941102417,
940813,VIGIL AMPARO & WILLIAM,PUERTO ALEGRE RESTAURANT #1   ,546,VALENCIA ST,546 VALENCIA ST,,941101115,1,1,8,5812,19950101,19950101,546 VALENCIA ST,,SAN FRANCISCO CA 941101115,"(37.7641382110524, -122.422109450068)"
940762,SHIN HAE S,ARANG RESTAURANT              ,1506,FILLMORE ST,1506 FILLMORE ST,,94115,1,1,8,3079,19950101,19950101,1506 FILLMORE ST,,SAN FRANCISCO CA 941153516,"(37.7838926845407, -122.432008592413)"
940303,EAN CORP,VICTORIA INTERNATIONAL IMPORTS,1305,LYON ST,1305 LYON ST,6,94115,7,1,8,5800,19950331,20030415,50 CAVALLA CAY,,NOVATO CA 949495340,"(37.7829124852934, -122.444782163888)"
940303,EAN CORP,BAYVIEW IMPORTS               ,PIER,33,PIER 33,,94111,5,1,8,5800,19950331,19990901,50 CAVALLA CAY,,NOVATO CA 949495340,
940303,EAN CORP,CHARLISE                      ,406,DEWEY BLVD,406 DEWEY BLVD,,94116,8,1,8,5800,19950331,20050517,50 CAVALLA CAY,,NOVATO CA 949495340,"(37.7473880739624, -122.459521992993)"
940243,"THIRSTY BEAR BREWING CO., LLC",THIRSTY BEAR BREWING COMPANY  ,661,HOWARD ST,661 HOWARD ST,,94105,1,1,8,5812,19950328,19960222,661 HOWARD ST,,SAN FRANCISCO CA 941053915,"(37.7853456891901, -122.399455278288)"
940223,HUANG RAYMOND HUANG BENSON,MAY LEE'S CHINESE RESTAURANT  ,1256,7TH AVE,1256 7TH AVE,,941222526,1,1,8,5812,19950401,19950401,1256 7TH AVE,,SAN FRANCISCO CA 941222526,"(37.7648656280442, -122.46396615698)"
939999,CHIN PYONG K,B & J 1/4LB BURGER            ,6202,3RD ST,6202 3RD ST,,941243110,1,1,8,3079,19950310,19950310,6202 3RD ST,,SAN FRANCISCO CA 941243110,"(37.7223339723189, -122.396060231554)"
939962,CHICHI BEIGNET INC,BISCUITS AND BLUES            ,401,MASON ST,401 MASON ST,,941021705,2,1,8,5800,19940101,19950130,401 MASON ST,,SAN FRANCISCO CA 941021705,"(37.7872946827499, -122.410140938962)"
939702,"CABLE CAR SUBWAY,INC","CABLE CAR SUBWAY,INC          ",125,ELLIS ST,125 ELLIS ST,,94102,1,1,8,5800,19950313,19950313,2429 WOODHILL DR,,PITTSBURG CA 945657346,"(37.7851860373722, -122.408355523725)"
939702,"CABLE CAR SUBWAY,INC",CABLE CAR SUBWAY INC          ,433,BUSH ST,433 BUSH ST,,94108,2,1,8,5800,19950313,19990203,2429 WOODHILL DR,,PITTSBURG CA 945657346,
939702,"CABLE CAR SUBWAY,INC",CABLE CAR SUBWAY INC          ,2698,MASON ST,2698 MASON ST,,941331210,3,1,8,5800,19950313,20001001,2429 WOODHILL DR,,PITTSBURG CA 945657346,
939702,"CABLE CAR SUBWAY,INC",CABLE CAR SUBWAY INC          ,3801,THIRD ST,3801 THIRD ST,310,941241409,4,1,8,5800,19950313,20000101,2429 WOODHILL DR,,PITTSBURG CA 945657346,"(37.7419403887814, -122.387432020474)"
939371,KOFF CHRISTOPHER & ABAD TONY,AK SUBS                       ,397,8TH ST 1/2,397 8TH ST 1/2,,941034423,1,1,8,5812,19940101,19940101,397 8TH ST 1/2,,SAN FRANCISCO CA 941034423,
939325,ALHAKIM HANI,CHICOS PIZZA                  ,131,6TH ST,131 6TH ST,,94103,1,1,8,3079,19940228,20011001,131 6TH ST,,SAN FRANCISCO CA 941032814,"(37.7808568867769, -122.408056267401)"
939325,ALHAKIM HANI,CHICOS PIZZA                  ,468,ELLIS ST,,,94102,2,1,8,3079,19940228,20130401,131 6TH ST,"(37.7849756905882,-122.414139931616)",SAN FRANCISCO CA 941032814,
939314,RASHID BADIY I,NAPOLI PIZZA                  ,1045,POLK ST,1045 POLK ST,,94109,1,1,8,3079,19940915,19940915,1045 POLK ST,,SAN FRANCISCO CA 941096941,"(37.7865155077053, -122.420081652549)"
939311,QUIAMBAO EDILBERTO,KABABAYAN FASTFOOD & VIDEO RTL,2706,MISSION ST,2706 MISSION ST,,941103104,1,1,8,3079,19950301,19950301,2706 MISSION ST,,SAN FRANCISCO CA 941103104,"(37.7536089669022, -122.418881714839)"
939278,LEY LI HSUEH PI,SUTTER CAFE                   ,330,SUTTER ST,330 SUTTER ST,,94108,3,1,8,3079,20050211,20050303,330 SUTTER ST,,SAN FRANCISCO CA 941084329,
938813,ROXANNE SOTANO INC,SUTTER PUB                    ,700,SUTTER ST,700 SUTTER ST,,94102,8,1,8,5800,19950116,20091215,601 SUTTER ST,,SAN FRANCISCO CA 941021017,"(37.7890066414676, -122.41219325177)"
938813,ROXANNE SOTANO INC,ROXANNE CAFE                  ,570,POWELL ST,570 POWELL ST,,94108,1,2,8,5800,19950116,19950116,601 SUTTER ST,,SAN FRANCISCO CA 941021017,
938813,ROXANNE SOTANO INC,SOTANO GRILL                  ,550,POWELL ST,550 POWELL ST,,94108,2,1,8,5800,19950116,19950116,601 SUTTER ST,,SAN FRANCISCO CA 941021017,
938813,ROXANNE SOTANO INC,CAFE CESARIO                  ,601,SUTTER ST,601 SUTTER ST,,941021017,4,1,8,5800,19950116,19990301,601 SUTTER ST,,SAN FRANCISCO CA 941021017,"(37.7886783730283, -122.410457620537)"
938813,ROXANNE SOTANO INC,PIRAAT PIZZERIA               ,696,SUTTER ST,696 SUTTER ST,,94102,5,1,8,5800,19950116,20030501,601 SUTTER ST,,SAN FRANCISCO CA 941021017,"(37.7890436450631, -122.411780581044)"
938724,EVENT BEVERAGE INCORPORATION,BEST BEVERAGE CATERING        ,540,BARNEVELD AVE,540 BARNEVELD AVE,L,941241800,1,1,8,5800,19950201,19991101,4901 MORENA BLVD. STE 1107,,SAN DIEGO CA 921173497,"(37.7405701072848, -122.404515003091)"
938724,EVENT BEVERAGE INCORPORATION,EVENT CONCESSIONS             ,540,BARNEVELD AVE,540 BARNEVELD AVE,K,941241800,3,1,8,5800,19950201,20010701,4901 MORENA BLVD. STE 1107,,SAN DIEGO CA 921173497,"(37.7405701072848, -122.404515003091)"
938535,SINGH NIRMAL,TANDOORI MAHAL                ,941,KEARNY ST,941 KEARNY ST,,94133,2,1,8,3079,19950213,19951122,941 KEARNY ST,,SAN FRANCISCO CA 941335130,"(37.7967783635985, -122.405592352928)"
938058,JITTERS ESPRESSO BARS INC,JITTERS ESPRESSO BARS INC     ,1850,UNION ST,1850 UNION ST,1541,941234300,2,1,8,5800,19950103,19960503,1850 UNION ST # 1541,,SAN FRANCISCO CA 941234300,"(37.7982150182596, -122.429724192335)"
938025,"JONES, ELLIS",BALLESTRASSE BAIL BONDS       ,875,BRYANT ST,875 BRYANT ST,A,94103,1,1,8,3079,19900201,19900201,875 BRYANT ST #A,,SAN FRANCISCO CA 941034720,
937914,HUI BANNIE O,2135 CLEMENT ST APARTMENTS    ,2135,CLEMENT ST,2135 CLEMENT ST,,94121,2,1,8,3079,19950130,19990901,670 36TH AVE,,SAN FRANCISCO CA 941212610,"(37.7818933604952, -122.482173991645)"
937914,HUI BANNIE O,SWEET STAR FACTORY            ,1278,20TH AVE,1278 20TH AVE,,94122,3,1,8,3079,19950130,20080101,670 36TH AVE,,SAN FRANCISCO CA 941212610,"(37.7639507455052, -122.477894582776)"
937551,ARAMARK CORRECTIONAL SRVCS INC,ARAMARK CORRECTIONAL SVCS 4333,425,7TH ST,425 7TH ST,,94103,4,1,8,5800,19950101,20090501,1101 MARKET STREET   11TH FL,,PHILADELPHIA PA 191010000,"(37.7753981831397, -122.404389451603)"
937551,ARAMARK CORRECTIONAL SRVCS INC,SAN FRANCISCO CITY JAIL       ,1688,WALLACE AVE # 204,1688 WALLACE AVE # 204,,941243273,1,2,8,5800,19950101,20050101,1101 MARKET STREET   11TH FL,,PHILADELPHIA PA 191010000,"(37.7285104783537, -122.39254464523)"
937551,ARAMARK CORRECTIONAL SRVCS INC,SAN FRANCISCO CITY JAIL       ,850,BRYANT ST,850 BRYANT ST,,94103,1,1,8,5800,19950101,19950101,1101 MARKET STREET   11TH FL,,PHILADELPHIA PA 191010000,"(37.7753981831397, -122.404389451603)"
937551,ARAMARK CORRECTIONAL SRVCS INC,ARAMARK CORRECTIONAL SVCS 6608,425,7TH ST,425 7TH ST,,941034500,2,1,8,5800,19950101,19951001,1101 MARKET STREET   11TH FL,,PHILADELPHIA PA 191010000,"(37.7753981831397, -122.404389451603)"
937541,NASER OSAMA,ONE WORLD CAFE                ,1799,MCALLISTER ST,1799 MCALLISTER ST,,941154318,1,1,8,3079,19950104,19950104,3815 NORIEGA STREET,,SAN FRANCISCO CA 941223933,"(37.7772180343235, -122.441425644763)"
937541,NASER OSAMA,SEA BISCUIT CAFE              ,3815,NORIEGA ST,3815 NORIEGA ST,,941223933,2,1,8,3079,19950104,20001001,3815 NORIEGA STREET,,SAN FRANCISCO CA 941223933,"(37.7527780928258, -122.504582812051)"
937433,G.I.F.F. INC,SPAGHETTERIA                  ,318,KEARNY ST,318 KEARNY ST,,94108,1,1,8,5800,19950106,19961220,318 KEARNY ST,,SAN FRANCISCO CA 941083205,"(37.7911697266541, -122.403887618953)"
937433,G.I.F.F. INC,PIZZETTERIA                   ,318,KEARNY ST,318 KEARNY ST,,94108,2,1,8,5800,19950106,19961220,318 KEARNY ST,,SAN FRANCISCO CA 941083205,"(37.7911697266541, -122.403887618953)"
937405,DUGAN ANDREA & HADEN RICHARD,BORDERLINE CAFE               ,577,VALENCIA ST,577 VALENCIA ST,,941101114,1,1,8,5812,19950113,19950113,577 VALENCIA ST,,SAN FRANCISCO CA 941101114,"(37.7636883694128, -122.421473840637)"
937260,FERREIRA JUINIO M,ORIGINAL CYBELLE'S PIZZA      ,719,14TH ST,719 14TH ST,,941141303,1,1,8,3079,19950101,19950101,125 NEAR CT #305,,WALNUT CREEK CA 945965612,"(37.767549321033, -122.429733077068)"
937250,EDDY NAVIA & QUENTIN NAVIA,SUKAY                         ,866,41ST AVE,866 41ST AVE,,941213321,1,1,8,5812,19950110,19950110,3450 SACRAMENTO ST #523,,SAN FRANCISCO CA 941181914,"(37.7725001278986, -122.50105217322)"
937250,EDDY NAVIA & QUENTIN NAVIA,PACHAMAMA                     ,1630,POWELL ST,1630 POWELL ST,,941332814,2,1,8,5812,19950110,19990618,3450 SACRAMENTO ST #523,,SAN FRANCISCO CA 941181914,"(37.7997612572907, -122.410490434518)"
937247,HAWTHORNE ST REST PARTNERS LP,GINGRASS FAMILY SAUSAGES      ,22,HAWTHORNE ST,22 HAWTHORNE ST,,94105,2,1,8,5812,19950110,19950110,22 HAWTHORNE ST,,SAN FRANCISCO CA 941053902,"(37.7854361170242, -122.39921439756)"
937247,HAWTHORNE ST REST PARTNERS LP,TWO                           ,22,HAWTHORNE ST,22 HAWTHORNE ST,,94105,3,1,8,5812,19950110,20070101,22 HAWTHORNE ST,,SAN FRANCISCO CA 941053902,"(37.7854361170242, -122.39921439756)"
937247,HAWTHORNE ST REST PARTNERS LP,HAWTHORNE LANE                ,22,HAWTHORNE ST,22 HAWTHORNE ST,,94105,1,1,8,5812,19950110,19950110,22 HAWTHORNE ST,,SAN FRANCISCO CA 941053902,"(37.7854361170242, -122.39921439756)"
937226,LANE RICKY & PREVOT DANIEL,PEPIS II                      ,112,BEALE ST,112 BEALE ST,,94105,1,1,8,5812,19941024,19941024,112 BEALE ST,,SAN FRANCISCO CA 941051802,
937101,QUANTO BASTA CORPORATION ETAL,VIVANDE RISTORANTE            ,601,VAN NESS AVE,601 VAN NESS AVE,P,941023200,1,1,8,5812,19970109,19970109,601 VAN NESS AVE #2047,,SAN FRANCISCO CA 941026316,"(37.7813857769968, -122.421406326697)"
936928,MAX AND MOVITZ LTD,CAFFE METROPOL                ,168,SUTTER ST,168 SUTTER ST,,94104,1,1,8,5800,19950105,19950105,168 SUTTER ST,,SAN FRANCISCO CA 941044001,
936780,ARAKAWA HIROYUKI,LITTLE CORNER CAFE            ,901,SUTTER ST,901 SUTTER ST,,94109,1,1,8,3079,19950101,19950101,901 SUTTER ST,,SAN FRANCISCO CA 941096023,
936735,GANON ABRAHAM,LA PITA LOCA                  ,430,GEARY ST,430 GEARY ST,,94102,4,1,8,3079,19950101,20041112,430 GEARY ST,,SAN FRANCISCO CA 941021223,"(37.7872647517561, -122.410375793963)"
936732,EL TACO LOCO INC,EL TACO LOCO INC              ,3274,24TH ST,3274 24TH ST,,941103926,1,2,8,5800,19920101,19920101,3274 24TH ST,,SAN FRANCISCO CA 941103926,"(37.7524887866315, -122.41789626026)"
936732,EL TACO LOCO INC,PLAYA AZUL SEA FOOD REST & BAR,3318,MISSION ST,3318 MISSION ST,,941105009,2,1,8,5800,19920101,19950120,3274 24TH ST,,SAN FRANCISCO CA 941103926,"(37.7437023061384, -122.42144959891)"
